arr,Type of cooking fuel: Electricity,Type of cooking fuel: LPG, natural gas,Type of cooking fuel: Charcoal,Type of cooking fuel: Firewood, straw,Type of cooking fuel: Dung,Type of cooking fuel: Other,Persons per sleeping room: 1-2,Persons per sleeping room: 3-4,Persons per sleeping room: 5-6,Persons per sleeping room: 7 +,Persons per sleeping room: Missing /DK
0,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
1,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
2,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
3,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
4,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
5,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
6,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
7,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
8,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
9,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
10,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
11,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
12,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
13,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
14,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
15,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
16,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
17,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
18,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
19,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
20,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
21,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0
22,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0
23,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0
24,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0
25,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0
26,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0
27,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0
28,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0
29,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0
30,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0
31,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0
32,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0
33,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0
34,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0
35,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0
36,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0
37,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0
38,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0
39,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0
40,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0
41,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0
42,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0
43,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0
44,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0
45,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0
46,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0
47,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0
48,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0
49,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0
50,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0
51,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0
52,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0
53,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0
54,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0
55,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0
56,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0
57,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0
58,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0
59,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0
60,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0
61,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0
62,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0
63,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0
64,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0
65,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0
66,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0
67,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0
68,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0
69,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0
70,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0
71,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0
72,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0
73,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0
74,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0
75,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0
76,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0
77,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0
78,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0
79,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0
80,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0
81,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0
82,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0
83,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2
84,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2
85,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2
86,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2
87,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2
88,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2
89,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2
90,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2
91,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2
92,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0
93,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0
94,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0
95,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0
96,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0
97,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0
98,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0
99,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0
100,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0
101,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0
102,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0
103,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0
104,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0
105,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0
106,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
107,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
108,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
109,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
110,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
111,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
112,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
113,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
114,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
115,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
116,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
117,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0
118,0.9,6.3,5.7,84.9,0.9,1.4,50.8,36.3,9.2,3.6,0.0
119,0.9,6.3,5.7,84.9,0.9,1.4,50.8,36.3,9.2,3.6,0.0
120,0.9,6.3,5.7,84.9,0.9,1.4,50.8,36.3,9.2,3.6,0.0
121,0.9,6.3,5.7,84.9,0.9,1.4,50.8,36.3,9.2,3.6,0.0
122,0.9,6.3,5.7,84.9,0.9,1.4,50.8,36.3,9.2,3.6,0.0
