44.0,LOUGA,KEBEMER,SAGATTA GUETH,121359,126348,247707,147582,152562,300144,1.257113193,1.207474594,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
45.0,LOUGA,KEBEMER,DAROU MOUSTY,121359,126348,247707,147582,152562,300144,1.257113193,1.207474594,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
46.0,LOUGA,LINGUERE,SAGATTA DJOLOF,111587,112990,224577,135803,136536,272339,1.223583392,1.208390123,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
47.0,LOUGA,LINGUERE,YANG YANG,111587,112990,224577,135803,136536,272339,1.223583392,1.208390123,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
48.0,LOUGA,LINGUERE,DODJI,111587,112990,224577,135803,136536,272339,1.223583392,1.208390123,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
49.0,LOUGA,LINGUERE,BARKEDJI,111587,112990,224577,135803,136536,272339,1.223583392,1.208390123,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
50.0,KAOLACK,GUINGUINEO,MBADAKHOUNE,48582,49717,98299,59160,60025,119185,1.2355399120000001,1.207333508,19.1,16.7,13.9,10.3,7.6,5.7,5.1,4.3,3.5,2.6,3.2,2.1,1.7,1.1,1.4,0.7,0.7,0.3,0.0,2.0,1.3,2.5,2.3,7.3,7.4,8.5,10.1,58.6,79.1,20.9,59.5,20.8,3.0,2.0,0.4,12.3,0.6,1.2,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,53.7,28.4,14.7,1.3,1.9,61.1,28.7,9.6,0.2,0.4,61.2,30.4,5.6,2.9,,14.7,4.5,72.3,0.1,1.8,6.5,0.0,9.7,6.8,68.2,0.0,0.0,20.6,7.8,48.4,69.1,6.2,76.3,22.6,0.0,0.0,0.3,0.8,76.6,4.2,13.5,51.6,34.8,60.5,39.5,32.8,0.2,67.0,79.8,36.8,6.5,12.4,9.5,10.7,2.5,13.9
51.0,KAOLACK,GUINGUINEO,NGUELOU,48582,49717,98299,59160,60025,119185,1.2355399120000001,1.207333508,19.1,16.7,13.9,10.3,7.6,5.7,5.1,4.3,3.5,2.6,3.2,2.1,1.7,1.1,1.4,0.7,0.7,0.3,0.0,2.0,1.3,2.5,2.3,7.3,7.4,8.5,10.1,58.6,79.1,20.9,59.5,20.8,3.0,2.0,0.4,12.3,0.6,1.2,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,53.7,28.4,14.7,1.3,1.9,61.1,28.7,9.6,0.2,0.4,61.2,30.4,5.6,2.9,,14.7,4.5,72.3,0.1,1.8,6.5,0.0,9.7,6.8,68.2,0.0,0.0,20.6,7.8,48.4,69.1,6.2,76.3,22.6,0.0,0.0,0.3,0.8,76.6,4.2,13.5,51.6,34.8,60.5,39.5,32.8,0.2,67.0,79.8,36.8,6.5,12.4,9.5,10.7,2.5,13.9
52.0,KAOLACK,KAOLACK,NGOTHIE,182533,194874,377407,222279,235281,457560,1.288977883,1.2073493640000001,19.1,16.7,13.9,10.3,7.6,5.7,5.1,4.3,3.5,2.6,3.2,2.1,1.7,1.1,1.4,0.7,0.7,0.3,0.0,2.0,1.3,2.5,2.3,7.3,7.4,8.5,10.1,58.6,79.1,20.9,59.5,20.8,3.0,2.0,0.4,12.3,0.6,1.2,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,53.7,28.4,14.7,1.3,1.9,61.1,28.7,9.6,0.2,0.4,61.2,30.4,5.6,2.9,,14.7,4.5,72.3,0.1,1.8,6.5,0.0,9.7,6.8,68.2,0.0,0.0,20.6,7.8,48.4,69.1,6.2,76.3,22.6,0.0,0.0,0.3,0.8,76.6,4.2,13.5,51.6,34.8,60.5,39.5,32.8,0.2,67.0,79.8,36.8,6.5,12.4,9.5,10.7,2.5,13.9
53.0,KAOLACK,KAOLACK,KOUMBAL,182533,194874,377407,222279,235281,457560,1.288977883,1.2073493640000001,19.1,16.7,13.9,10.3,7.6,5.7,5.1,4.3,3.5,2.6,3.2,2.1,1.7,1.1,1.4,0.7,0.7,0.3,0.0,2.0,1.3,2.5,2.3,7.3,7.4,8.5,10.1,58.6,79.1,20.9,59.5,20.8,3.0,2.0,0.4,12.3,0.6,1.2,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,53.7,28.4,14.7,1.3,1.9,61.1,28.7,9.6,0.2,0.4,61.2,30.4,5.6,2.9,,14.7,4.5,72.3,0.1,1.8,6.5,0.0,9.7,6.8,68.2,0.0,0.0,20.6,7.8,48.4,69.1,6.2,76.3,22.6,0.0,0.0,0.3,0.8,76.6,4.2,13.5,51.6,34.8,60.5,39.5,32.8,0.2,67.0,79.8,36.8,6.5,12.4,9.5,10.7,2.5,13.9
54.0,KAOLACK,KAOLACK,NDIEDIENG,182533,194874,377407,222279,235281,457560,1.288977883,1.2073493640000001,19.1,16.7,13.9,10.3,7.6,5.7,5.1,4.3,3.5,2.6,3.2,2.1,1.7,1.1,1.4,0.7,0.7,0.3,0.0,2.0,1.3,2.5,2.3,7.3,7.4,8.5,10.1,58.6,79.1,20.9,59.5,20.8,3.0,2.0,0.4,12.3,0.6,1.2,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,53.7,28.4,14.7,1.3,1.9,61.1,28.7,9.6,0.2,0.4,61.2,30.4,5.6,2.9,,14.7,4.5,72.3,0.1,1.8,6.5,0.0,9.7,6.8,68.2,0.0,0.0,20.6,7.8,48.4,69.1,6.2,76.3,22.6,0.0,0.0,0.3,0.8,76.6,4.2,13.5,51.6,34.8,60.5,39.5,32.8,0.2,67.0,79.8,36.8,6.5,12.4,9.5,10.7,2.5,13.9
55.0,KAOLACK,NIORO,PAOS KOTO,134384,140764,275148,163645,169950,333595,1.264659483,1.207339945,19.1,16.7,13.9,10.3,7.6,5.7,5.1,4.3,3.5,2.6,3.2,2.1,1.7,1.1,1.4,0.7,0.7,0.3,0.0,2.0,1.3,2.5,2.3,7.3,7.4,8.5,10.1,58.6,79.1,20.9,59.5,20.8,3.0,2.0,0.4,12.3,0.6,1.2,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,53.7,28.4,14.7,1.3,1.9,61.1,28.7,9.6,0.2,0.4,61.2,30.4,5.6,2.9,,14.7,4.5,72.3,0.1,1.8,6.5,0.0,9.7,6.8,68.2,0.0,0.0,20.6,7.8,48.4,69.1,6.2,76.3,22.6,0.0,0.0,0.3,0.8,76.6,4.2,13.5,51.6,34.8,60.5,39.5,32.8,0.2,67.0,79.8,36.8,6.5,12.4,9.5,10.7,2.5,13.9
56.0,KAOLACK,NIORO,WACK NGOUNA,134384,140764,275148,163645,169950,333595,1.264659483,1.207339945,19.1,16.7,13.9,10.3,7.6,5.7,5.1,4.3,3.5,2.6,3.2,2.1,1.7,1.1,1.4,0.7,0.7,0.3,0.0,2.0,1.3,2.5,2.3,7.3,7.4,8.5,10.1,58.6,79.1,20.9,59.5,20.8,3.0,2.0,0.4,12.3,0.6,1.2,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,53.7,28.4,14.7,1.3,1.9,61.1,28.7,9.6,0.2,0.4,61.2,30.4,5.6,2.9,,14.7,4.5,72.3,0.1,1.8,6.5,0.0,9.7,6.8,68.2,0.0,0.0,20.6,7.8,48.4,69.1,6.2,76.3,22.6,0.0,0.0,0.3,0.8,76.6,4.2,13.5,51.6,34.8,60.5,39.5,32.8,0.2,67.0,79.8,36.8,6.5,12.4,9.5,10.7,2.5,13.9
57.0,KAOLACK,NIORO,MEDINA SABAKH,134384,140764,275148,163645,169950,333595,1.264659483,1.207339945,19.1,16.7,13.9,10.3,7.6,5.7,5.1,4.3,3.5,2.6,3.2,2.1,1.7,1.1,1.4,0.7,0.7,0.3,0.0,2.0,1.3,2.5,2.3,7.3,7.4,8.5,10.1,58.6,79.1,20.9,59.5,20.8,3.0,2.0,0.4,12.3,0.6,1.2,0.9,17.1,7.0,71.8,2.4,0.9,62.4,32.3,4.2,1.0,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,53.7,28.4,14.7,1.3,1.9,61.1,28.7,9.6,0.2,0.4,61.2,30.4,5.6,2.9,,14.7,4.5,72.3,0.1,1.8,6.5,0.0,9.7,6.8,68.2,0.0,0.0,20.6,7.8,48.4,69.1,6.2,76.3,22.6,0.0,0.0,0.3,0.8,76.6,4.2,13.5,51.6,34.8,60.5,39.5,32.8,0.2,67.0,79.8,36.8,6.5,12.4,9.5,10.7,2.5,13.9
58.0,KAFFRINE,KAFFRINE,GNIBY,91737,95491,187228,111714,115290,227004,1.256744825,1.207338912,19.5,18.8,12.5,9.1,7.5,6.0,4.3,4.6,3.0,2.6,3.5,2.3,2.3,1.3,1.4,0.5,1.0,0.1,0.0,1.6,3.0,3.6,7.1,7.6,11.3,8.3,9.6,47.8,84.3,15.7,66.3,14.5,2.1,5.2,0.6,9.9,0.5,0.6,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,76.0,17.0,6.4,0.4,0.3,78.6,17.0,4.1,0.0,0.3,71.2,16.7,7.8,4.3,,32.4,3.8,53.9,1.2,0.3,4.7,3.8,2.5,6.8,83.4,0.1,0.0,38.0,6.4,27.5,57.3,4.9,76.1,23.4,0.0,0.0,0.0,0.5,73.5,4.5,18.1,33.9,48.1,79.9,20.1,64.6,0.2,35.2,63.4,16.3,2.3,5.4,7.0,6.8,1.5,31.6
59.0,KAFFRINE,MALEM HODDAR,DAROU MINAME II,45687,41291,86978,55635,49852,105487,1.091163788,1.207333317,19.5,18.8,12.5,9.1,7.5,6.0,4.3,4.6,3.0,2.6,3.5,2.3,2.3,1.3,1.4,0.5,1.0,0.1,0.0,1.6,3.0,3.6,7.1,7.6,11.3,8.3,9.6,47.8,84.3,15.7,66.3,14.5,2.1,5.2,0.6,9.9,0.5,0.6,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,76.0,17.0,6.4,0.4,0.3,78.6,17.0,4.1,0.0,0.3,71.2,16.7,7.8,4.3,,32.4,3.8,53.9,1.2,0.3,4.7,3.8,2.5,6.8,83.4,0.1,0.0,38.0,6.4,27.5,57.3,4.9,76.1,23.4,0.0,0.0,0.0,0.5,73.5,4.5,18.1,33.9,48.1,79.9,20.1,64.6,0.2,35.2,63.4,16.3,2.3,5.4,7.0,6.8,1.5,31.6
60.0,KAFFRINE,KAFFRINE,KATAKEL,91737,95491,187228,111714,115290,227004,1.256744825,1.207338912,19.5,18.8,12.5,9.1,7.5,6.0,4.3,4.6,3.0,2.6,3.5,2.3,2.3,1.3,1.4,0.5,1.0,0.1,0.0,1.6,3.0,3.6,7.1,7.6,11.3,8.3,9.6,47.8,84.3,15.7,66.3,14.5,2.1,5.2,0.6,9.9,0.5,0.6,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,76.0,17.0,6.4,0.4,0.3,78.6,17.0,4.1,0.0,0.3,71.2,16.7,7.8,4.3,,32.4,3.8,53.9,1.2,0.3,4.7,3.8,2.5,6.8,83.4,0.1,0.0,38.0,6.4,27.5,57.3,4.9,76.1,23.4,0.0,0.0,0.0,0.5,73.5,4.5,18.1,33.9,48.1,79.9,20.1,64.6,0.2,35.2,63.4,16.3,2.3,5.4,7.0,6.8,1.5,31.6
61.0,KAFFRINE,BIRKELANE,KEUR MBOUCKI,45687,41291,86978,55635,49852,105487,1.091163788,1.207333317,19.5,18.8,12.5,9.1,7.5,6.0,4.3,4.6,3.0,2.6,3.5,2.3,2.3,1.3,1.4,0.5,1.0,0.1,0.0,1.6,3.0,3.6,7.1,7.6,11.3,8.3,9.6,47.8,84.3,15.7,66.3,14.5,2.1,5.2,0.6,9.9,0.5,0.6,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,76.0,17.0,6.4,0.4,0.3,78.6,17.0,4.1,0.0,0.3,71.2,16.7,7.8,4.3,,32.4,3.8,53.9,1.2,0.3,4.7,3.8,2.5,6.8,83.4,0.1,0.0,38.0,6.4,27.5,57.3,4.9,76.1,23.4,0.0,0.0,0.0,0.5,73.5,4.5,18.1,33.9,48.1,79.9,20.1,64.6,0.2,35.2,63.4,16.3,2.3,5.4,7.0,6.8,1.5,31.6
62.0,KAFFRINE,MALEM HODDAR,SAGNA,48284,52232,100516,57251,63062,120313,1.306064121,1.207344157,19.5,18.8,12.5,9.1,7.5,6.0,4.3,4.6,3.0,2.6,3.5,2.3,2.3,1.3,1.4,0.5,1.0,0.1,0.0,1.6,3.0,3.6,7.1,7.6,11.3,8.3,9.6,47.8,84.3,15.7,66.3,14.5,2.1,5.2,0.6,9.9,0.5,0.6,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,76.0,17.0,6.4,0.4,0.3,78.6,17.0,4.1,0.0,0.3,71.2,16.7,7.8,4.3,,32.4,3.8,53.9,1.2,0.3,4.7,3.8,2.5,6.8,83.4,0.1,0.0,38.0,6.4,27.5,57.3,4.9,76.1,23.4,0.0,0.0,0.0,0.5,73.5,4.5,18.1,33.9,48.1,79.9,20.1,64.6,0.2,35.2,63.4,16.3,2.3,5.4,7.0,6.8,1.5,31.6
63.0,KAFFRINE,KOUNGHEUL,IDA MOURIDE,45687,41291,86978,55635,49852,105487,1.091163788,1.207333317,19.5,18.8,12.5,9.1,7.5,6.0,4.3,4.6,3.0,2.6,3.5,2.3,2.3,1.3,1.4,0.5,1.0,0.1,0.0,1.6,3.0,3.6,7.1,7.6,11.3,8.3,9.6,47.8,84.3,15.7,66.3,14.5,2.1,5.2,0.6,9.9,0.5,0.6,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,76.0,17.0,6.4,0.4,0.3,78.6,17.0,4.1,0.0,0.3,71.2,16.7,7.8,4.3,,32.4,3.8,53.9,1.2,0.3,4.7,3.8,2.5,6.8,83.4,0.1,0.0,38.0,6.4,27.5,57.3,4.9,76.1,23.4,0.0,0.0,0.0,0.5,73.5,4.5,18.1,33.9,48.1,79.9,20.1,64.6,0.2,35.2,63.4,16.3,2.3,5.4,7.0,6.8,1.5,31.6
64.0,KAFFRINE,KOUNGHEUL,MISSIRAH WADENE,74119,77603,151722,90257,93694,183951,1.264102322,1.207350231,19.5,18.8,12.5,9.1,7.5,6.0,4.3,4.6,3.0,2.6,3.5,2.3,2.3,1.3,1.4,0.5,1.0,0.1,0.0,1.6,3.0,3.6,7.1,7.6,11.3,8.3,9.6,47.8,84.3,15.7,66.3,14.5,2.1,5.2,0.6,9.9,0.5,0.6,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,76.0,17.0,6.4,0.4,0.3,78.6,17.0,4.1,0.0,0.3,71.2,16.7,7.8,4.3,,32.4,3.8,53.9,1.2,0.3,4.7,3.8,2.5,6.8,83.4,0.1,0.0,38.0,6.4,27.5,57.3,4.9,76.1,23.4,0.0,0.0,0.0,0.5,73.5,4.5,18.1,33.9,48.1,79.9,20.1,64.6,0.2,35.2,63.4,16.3,2.3,5.4,7.0,6.8,1.5,31.6
65.0,KAFFRINE,KOUNGHEUL,LOUR ESCALE,74119,77603,151722,90257,93694,183951,1.264102322,1.207350231,19.5,18.8,12.5,9.1,7.5,6.0,4.3,4.6,3.0,2.6,3.5,2.3,2.3,1.3,1.4,0.5,1.0,0.1,0.0,1.6,3.0,3.6,7.1,7.6,11.3,8.3,9.6,47.8,84.3,15.7,66.3,14.5,2.1,5.2,0.6,9.9,0.5,0.6,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,76.0,17.0,6.4,0.4,0.3,78.6,17.0,4.1,0.0,0.3,71.2,16.7,7.8,4.3,,32.4,3.8,53.9,1.2,0.3,4.7,3.8,2.5,6.8,83.4,0.1,0.0,38.0,6.4,27.5,57.3,4.9,76.1,23.4,0.0,0.0,0.0,0.5,73.5,4.5,18.1,33.9,48.1,79.9,20.1,64.6,0.2,35.2,63.4,16.3,2.3,5.4,7.0,6.8,1.5,31.6
66.0,KAFFRINE,BIRKELANE,MABO,74119,77603,151722,90257,93694,183951,1.264102322,1.207350231,19.5,18.8,12.5,9.1,7.5,6.0,4.3,4.6,3.0,2.6,3.5,2.3,2.3,1.3,1.4,0.5,1.0,0.1,0.0,1.6,3.0,3.6,7.1,7.6,11.3,8.3,9.6,47.8,84.3,15.7,66.3,14.5,2.1,5.2,0.6,9.9,0.5,0.6,0.3,5.2,19.0,74.6,0.3,0.5,60.7,32.8,4.8,1.6,0.0,38.4,37.6,38.0,12.9,3.7,40.3,47.6,43.4,29.2,13.3,76.0,17.0,6.4,0.4,0.3,78.6,17.0,4.1,0.0,0.3,71.2,16.7,7.8,4.3,,32.4,3.8,53.9,1.2,0.3,4.7,3.8,2.5,6.8,83.4,0.1,0.0,38.0,6.4,27.5,57.3,4.9,76.1,23.4,0.0,0.0,0.0,0.5,73.5,4.5,18.1,33.9,48.1,79.9,20.1,64.6,0.2,35.2,63.4,16.3,2.3,5.4,7.0,6.8,1.5,31.6
67.0,SAINT-LOUIS,DAGANA,MBANE,48284,52232,100516,57251,63062,120313,1.306064121,1.207344157,17.3,15.0,13.7,9.9,8.2,6.4,5.4,5.0,3.8,3.2,3.2,2.2,1.8,0.9,1.4,1.0,1.1,0.5,0.0,1.3,2.3,5.3,6.8,9.4,10.8,10.7,8.2,45.3,75.3,24.7,55.9,24.7,1.8,3.1,0.8,11.1,1.2,0.9,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0,52.5,54.0,53.1,19.8,4.8,47.3,52.9,50.0,23.6,6.2,47.4,33.8,16.0,1.6,1.3,51.6,34.7,12.4,0.6,0.7,56.0,24.5,13.9,5.7,,29.6,6.0,52.6,2.2,2.0,6.5,1.1,9.2,8.0,63.4,0.4,0.1,28.5,9.1,57.6,50.0,6.6,68.5,19.7,9.1,0.2,0.0,2.5,81.3,0.0,23.8,55.9,19.8,45.4,54.6,37.9,1.3,60.8,66.7,50.7,9.0,14.9,12.4,5.6,3.9,18.5
68.0,SAINT-LOUIS,PODOR,SALDE,113358,110890,224248,138734,134638,273372,1.1877238479999999,1.214158175,17.3,15.0,13.7,9.9,8.2,6.4,5.4,5.0,3.8,3.2,3.2,2.2,1.8,0.9,1.4,1.0,1.1,0.5,0.0,1.3,2.3,5.3,6.8,9.4,10.8,10.7,8.2,45.3,75.3,24.7,55.9,24.7,1.8,3.1,0.8,11.1,1.2,0.9,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0,52.5,54.0,53.1,19.8,4.8,47.3,52.9,50.0,23.6,6.2,47.4,33.8,16.0,1.6,1.3,51.6,34.7,12.4,0.6,0.7,56.0,24.5,13.9,5.7,,29.6,6.0,52.6,2.2,2.0,6.5,1.1,9.2,8.0,63.4,0.4,0.1,28.5,9.1,57.6,50.0,6.6,68.5,19.7,9.1,0.2,0.0,2.5,81.3,0.0,23.8,55.9,19.8,45.4,54.6,37.9,1.3,60.8,66.7,50.7,9.0,14.9,12.4,5.6,3.9,18.5
69.0,SAINT-LOUIS,DAGANA,NDIAYE MBERESS,173097,189748,362845,211846,230389,442235,1.3309820509999999,1.214184076,17.3,15.0,13.7,9.9,8.2,6.4,5.4,5.0,3.8,3.2,3.2,2.2,1.8,0.9,1.4,1.0,1.1,0.5,0.0,1.3,2.3,5.3,6.8,9.4,10.8,10.7,8.2,45.3,75.3,24.7,55.9,24.7,1.8,3.1,0.8,11.1,1.2,0.9,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0,52.5,54.0,53.1,19.8,4.8,47.3,52.9,50.0,23.6,6.2,47.4,33.8,16.0,1.6,1.3,51.6,34.7,12.4,0.6,0.7,56.0,24.5,13.9,5.7,,29.6,6.0,52.6,2.2,2.0,6.5,1.1,9.2,8.0,63.4,0.4,0.1,28.5,9.1,57.6,50.0,6.6,68.5,19.7,9.1,0.2,0.0,2.5,81.3,0.0,23.8,55.9,19.8,45.4,54.6,37.9,1.3,60.8,66.7,50.7,9.0,14.9,12.4,5.6,3.9,18.5
