96.0,ZIGUINCHOR,BIGNONA,KATABA I,151154,152078,303232,180391,180659,361050,1.195198275,1.1879364540000001,14.5,13.8,12.6,11.5,10.1,7.5,5.6,3.8,3.6,2.7,3.8,2.2,2.3,1.6,1.9,1.1,1.4,0.1,0.0,6.8,5.1,5.9,7.6,8.6,10.4,7.7,9.6,38.3,73.9,26.1,47.7,20.2,2.8,5.3,1.1,19.0,1.2,2.1,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0,82.3,89.9,86.0,58.6,18.2,83.2,90.2,86.6,69.1,47.7,21.0,41.7,32.0,2.5,2.9,33.9,40.0,25.1,0.5,0.5,57.4,30.8,7.8,4.0,,16.3,6.0,64.1,1.2,2.2,10.0,0.2,9.2,9.6,36.2,0.1,0.0,21.2,5.8,64.9,60.9,4.7,30.9,68.4,0.5,0.0,0.0,0.1,76.2,1.1,4.3,81.8,13.9,41.5,58.5,41.5,0.0,58.5,65.6,46.3,9.8,17.4,49.0,18.7,1.6,18.9
97.0,ZIGUINCHOR,BIGNONA,TENDOUCK,151154,152078,303232,180391,180659,361050,1.195198275,1.1879364540000001,14.5,13.8,12.6,11.5,10.1,7.5,5.6,3.8,3.6,2.7,3.8,2.2,2.3,1.6,1.9,1.1,1.4,0.1,0.0,6.8,5.1,5.9,7.6,8.6,10.4,7.7,9.6,38.3,73.9,26.1,47.7,20.2,2.8,5.3,1.1,19.0,1.2,2.1,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0,82.3,89.9,86.0,58.6,18.2,83.2,90.2,86.6,69.1,47.7,21.0,41.7,32.0,2.5,2.9,33.9,40.0,25.1,0.5,0.5,57.4,30.8,7.8,4.0,,16.3,6.0,64.1,1.2,2.2,10.0,0.2,9.2,9.6,36.2,0.1,0.0,21.2,5.8,64.9,60.9,4.7,30.9,68.4,0.5,0.0,0.0,0.1,76.2,1.1,4.3,81.8,13.9,41.5,58.5,41.5,0.0,58.5,65.6,46.3,9.8,17.4,49.0,18.7,1.6,18.9
98.0,ZIGUINCHOR,ZIGUINCHOR,NYASSIA,155541,158769,314310,185625,188607,374232,1.212587035,1.1879334129999999,14.5,13.8,12.6,11.5,10.1,7.5,5.6,3.8,3.6,2.7,3.8,2.2,2.3,1.6,1.9,1.1,1.4,0.1,0.0,6.8,5.1,5.9,7.6,8.6,10.4,7.7,9.6,38.3,73.9,26.1,47.7,20.2,2.8,5.3,1.1,19.0,1.2,2.1,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0,82.3,89.9,86.0,58.6,18.2,83.2,90.2,86.6,69.1,47.7,21.0,41.7,32.0,2.5,2.9,33.9,40.0,25.1,0.5,0.5,57.4,30.8,7.8,4.0,,16.3,6.0,64.1,1.2,2.2,10.0,0.2,9.2,9.6,36.2,0.1,0.0,21.2,5.8,64.9,60.9,4.7,30.9,68.4,0.5,0.0,0.0,0.1,76.2,1.1,4.3,81.8,13.9,41.5,58.5,41.5,0.0,58.5,65.6,46.3,9.8,17.4,49.0,18.7,1.6,18.9
99.0,ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,155541,158769,314310,185625,188607,374232,1.212587035,1.1879334129999999,14.5,13.8,12.6,11.5,10.1,7.5,5.6,3.8,3.6,2.7,3.8,2.2,2.3,1.6,1.9,1.1,1.4,0.1,0.0,6.8,5.1,5.9,7.6,8.6,10.4,7.7,9.6,38.3,73.9,26.1,47.7,20.2,2.8,5.3,1.1,19.0,1.2,2.1,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0,82.3,89.9,86.0,58.6,18.2,83.2,90.2,86.6,69.1,47.7,21.0,41.7,32.0,2.5,2.9,33.9,40.0,25.1,0.5,0.5,57.4,30.8,7.8,4.0,,16.3,6.0,64.1,1.2,2.2,10.0,0.2,9.2,9.6,36.2,0.1,0.0,21.2,5.8,64.9,60.9,4.7,30.9,68.4,0.5,0.0,0.0,0.1,76.2,1.1,4.3,81.8,13.9,41.5,58.5,41.5,0.0,58.5,65.6,46.3,9.8,17.4,49.0,18.7,1.6,18.9
100.0,KEDOUGOU,KEDOUGOU,BANDAFASSI,21790,34297,56087,39904,41743,81647,1.915695273,1.217103537,18.0,19.0,13.3,9.1,6.1,5.9,5.0,4.7,3.5,2.5,3.9,2.9,2.5,1.6,1.0,0.3,0.6,0.2,0.0,2.7,5.0,5.2,9.7,11.0,13.1,10.9,8.2,34.3,86.8,13.2,71.2,12.3,3.7,2.1,1.4,7.9,0.4,0.8,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,32.3,51.2,14.5,0.6,1.3,54.6,37.1,7.2,0.0,1.0,46.4,35.8,15.1,2.7,,30.3,6.3,47.2,3.2,3.8,8.6,0.5,4.3,5.8,77.3,0.0,0.0,39.3,2.6,28.5,49.5,1.6,13.6,73.7,12.4,0.2,0.0,0.0,57.8,9.4,1.6,43.2,55.3,81.1,18.9,68.7,0.2,31.1,64.7,17.1,5.6,5.8,69.0,18.6,0.5,14.4
101.0,KEDOUGOU,SARAYA,BEMBOU,17584,18335,35919,21398,22316,43714,1.26910828,1.217125716,18.0,19.0,13.3,9.1,6.1,5.9,5.0,4.7,3.5,2.5,3.9,2.9,2.5,1.6,1.0,0.3,0.6,0.2,0.0,2.7,5.0,5.2,9.7,11.0,13.1,10.9,8.2,34.3,86.8,13.2,71.2,12.3,3.7,2.1,1.4,7.9,0.4,0.8,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,32.3,51.2,14.5,0.6,1.3,54.6,37.1,7.2,0.0,1.0,46.4,35.8,15.1,2.7,,30.3,6.3,47.2,3.2,3.8,8.6,0.5,4.3,5.8,77.3,0.0,0.0,39.3,2.6,28.5,49.5,1.6,13.6,73.7,12.4,0.2,0.0,0.0,57.8,9.4,1.6,43.2,55.3,81.1,18.9,68.7,0.2,31.1,64.7,17.1,5.6,5.8,69.0,18.6,0.5,14.4
102.0,KEDOUGOU,SALEMATA,DAKATELY,9215,10112,19327,11215,12308,23523,1.335648399,1.2171677220000001,18.0,19.0,13.3,9.1,6.1,5.9,5.0,4.7,3.5,2.5,3.9,2.9,2.5,1.6,1.0,0.3,0.6,0.2,0.0,2.7,5.0,5.2,9.7,11.0,13.1,10.9,8.2,34.3,86.8,13.2,71.2,12.3,3.7,2.1,1.4,7.9,0.4,0.8,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,32.3,51.2,14.5,0.6,1.3,54.6,37.1,7.2,0.0,1.0,46.4,35.8,15.1,2.7,,30.3,6.3,47.2,3.2,3.8,8.6,0.5,4.3,5.8,77.3,0.0,0.0,39.3,2.6,28.5,49.5,1.6,13.6,73.7,12.4,0.2,0.0,0.0,57.8,9.4,1.6,43.2,55.3,81.1,18.9,68.7,0.2,31.1,64.7,17.1,5.6,5.8,69.0,18.6,0.5,14.4
103.0,KEDOUGOU,SALEMATA,DAR SALAM,9215,10112,19327,11215,12308,23523,1.335648399,1.2171677220000001,18.0,19.0,13.3,9.1,6.1,5.9,5.0,4.7,3.5,2.5,3.9,2.9,2.5,1.6,1.0,0.3,0.6,0.2,0.0,2.7,5.0,5.2,9.7,11.0,13.1,10.9,8.2,34.3,86.8,13.2,71.2,12.3,3.7,2.1,1.4,7.9,0.4,0.8,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,32.3,51.2,14.5,0.6,1.3,54.6,37.1,7.2,0.0,1.0,46.4,35.8,15.1,2.7,,30.3,6.3,47.2,3.2,3.8,8.6,0.5,4.3,5.8,77.3,0.0,0.0,39.3,2.6,28.5,49.5,1.6,13.6,73.7,12.4,0.2,0.0,0.0,57.8,9.4,1.6,43.2,55.3,81.1,18.9,68.7,0.2,31.1,64.7,17.1,5.6,5.8,69.0,18.6,0.5,14.4
104.0,KEDOUGOU,KEDOUGOU,FONGOLIMBI,21790,34297,56087,39904,41743,81647,1.915695273,1.217103537,18.0,19.0,13.3,9.1,6.1,5.9,5.0,4.7,3.5,2.5,3.9,2.9,2.5,1.6,1.0,0.3,0.6,0.2,0.0,2.7,5.0,5.2,9.7,11.0,13.1,10.9,8.2,34.3,86.8,13.2,71.2,12.3,3.7,2.1,1.4,7.9,0.4,0.8,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,32.3,51.2,14.5,0.6,1.3,54.6,37.1,7.2,0.0,1.0,46.4,35.8,15.1,2.7,,30.3,6.3,47.2,3.2,3.8,8.6,0.5,4.3,5.8,77.3,0.0,0.0,39.3,2.6,28.5,49.5,1.6,13.6,73.7,12.4,0.2,0.0,0.0,57.8,9.4,1.6,43.2,55.3,81.1,18.9,68.7,0.2,31.1,64.7,17.1,5.6,5.8,69.0,18.6,0.5,14.4
105.0,KEDOUGOU,SARAYA,SABODALA,17584,18335,35919,21398,22316,43714,1.26910828,1.217125716,18.0,19.0,13.3,9.1,6.1,5.9,5.0,4.7,3.5,2.5,3.9,2.9,2.5,1.6,1.0,0.3,0.6,0.2,0.0,2.7,5.0,5.2,9.7,11.0,13.1,10.9,8.2,34.3,86.8,13.2,71.2,12.3,3.7,2.1,1.4,7.9,0.4,0.8,0.0,1.5,8.9,88.7,0.0,1.0,67.4,27.7,3.2,1.6,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,32.3,51.2,14.5,0.6,1.3,54.6,37.1,7.2,0.0,1.0,46.4,35.8,15.1,2.7,,30.3,6.3,47.2,3.2,3.8,8.6,0.5,4.3,5.8,77.3,0.0,0.0,39.3,2.6,28.5,49.5,1.6,13.6,73.7,12.4,0.2,0.0,0.0,57.8,9.4,1.6,43.2,55.3,81.1,18.9,68.7,0.2,31.1,64.7,17.1,5.6,5.8,69.0,18.6,0.5,14.4
106.0,TAMBACOUNDA,TAMBACOUNDA,KOUSSANAR,126678,124134,250812,154158,151086,305244,1.192677497,1.217120209,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
107.0,TAMBACOUNDA,TAMBACOUNDA,MISSIRAH,126678,124134,250812,154158,151086,305244,1.192677497,1.217120209,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
108.0,TAMBACOUNDA,TAMBACOUNDA,MAKACOULIBANTANG,126678,124134,250812,154158,151086,305244,1.192677497,1.217120209,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
109.0,TAMBACOUNDA,KOUPENTOUM,KOUTHIABA OUOLOF,68512,67538,136050,83375,82202,165577,1.19981901,1.217122213,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
110.0,TAMBACOUNDA,KOUPENTOUM,BAMBA NDIAYENE,68512,67538,136050,83375,82202,165577,1.19981901,1.217122213,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
111.0,TAMBACOUNDA,GOUDIRY,KOULOR,43645,45563,89208,53113,55456,108569,1.2706151909999999,1.217127933,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
112.0,TAMBACOUNDA,GOUDIRY,DIANKE MAKHA,43645,45563,89208,53113,55456,108569,1.2706151909999999,1.217127933,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
113.0,TAMBACOUNDA,GOUDIRY,BALA,43645,45563,89208,53113,55456,108569,1.2706151909999999,1.217127933,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
114.0,TAMBACOUNDA,GOUDIRY,BOYNGUEL BAMBA,43645,45563,89208,53113,55456,108569,1.2706151909999999,1.217127933,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
115.0,TAMBACOUNDA,BAKEL,MOUDERY,67539,69456,136995,82191,84537,166728,1.2516768090000001,1.21713027,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
116.0,TAMBACOUNDA,BAKEL,KENIEBA,67539,69456,136995,82191,84537,166728,1.2516768090000001,1.21713027,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
117.0,TAMBACOUNDA,BAKEL,BELE,67539,69456,136995,82191,84537,166728,1.2516768090000001,1.21713027,18.8,18.2,12.3,10.0,7.8,6.7,5.2,4.2,3.0,3.0,2.9,2.2,1.9,1.1,1.3,0.6,0.6,0.1,0.2,2.4,4.5,5.4,6.8,8.0,8.6,8.2,6.5,49.5,88.2,11.8,66.5,13.6,2.1,5.0,1.0,9.8,0.8,0.9,0.1,1.9,15.7,81.4,0.1,0.8,62.8,30.0,5.4,1.8,0.0,42.6,42.5,42.6,11.1,2.2,47.3,58.6,52.5,27.3,4.7,62.9,27.6,8.7,0.5,0.3,68.0,26.9,5.0,0.1,0.1,65.8,25.2,6.3,2.7,,14.9,3.3,68.5,0.0,1.9,11.2,0.2,3.3,5.5,83.1,0.0,0.0,58.9,1.7,24.4,33.1,1.1,23.1,73.6,0.9,2.1,0.1,0.1,47.3,14.1,1.8,71.7,26.5,78.5,21.5,60.0,0.2,39.8,66.7,19.8,5.6,6.3,57.2,14.3,1.0,17.2
118.0,MATAM,MATAM,OGO,123879,136497,260376,151691,164948,316639,1.331525117,1.208436815,18.6,16.4,13.3,9.7,8.7,5.6,5.1,4.2,3.1,2.5,3.3,2.1,2.4,1.4,1.7,0.7,0.9,0.2,0.0,2.7,2.7,4.6,6.3,8.8,7.9,9.9,5.7,51.3,82.2,17.8,56.8,24.4,4.3,2.9,0.2,8.9,0.7,1.5,0.9,6.3,5.7,84.9,0.9,1.4,50.8,36.3,9.2,3.6,0.0,45.9,45.5,45.7,9.0,1.5,37.7,40.9,39.1,11.7,2.6,68.7,21.6,8.4,0.6,0.7,69.2,24.5,5.7,0.2,0.4,75.6,14.7,4.0,5.7,,12.4,4.1,74.6,1.1,0.6,7.1,0.0,5.3,7.4,78.3,0.0,0.1,33.4,2.5,44.3,53.1,1.8,48.7,47.9,2.4,0.3,0.0,0.7,68.5,0.1,11.8,50.2,38.0,65.6,34.4,54.9,0.7,44.5,63.5,31.1,9.9,13.3,9.3,3.5,1.6,29.4
119.0,MATAM,MATAM,AGNAM CIVOL,123879,136497,260376,151691,164948,316639,1.331525117,1.208436815,18.6,16.4,13.3,9.7,8.7,5.6,5.1,4.2,3.1,2.5,3.3,2.1,2.4,1.4,1.7,0.7,0.9,0.2,0.0,2.7,2.7,4.6,6.3,8.8,7.9,9.9,5.7,51.3,82.2,17.8,56.8,24.4,4.3,2.9,0.2,8.9,0.7,1.5,0.9,6.3,5.7,84.9,0.9,1.4,50.8,36.3,9.2,3.6,0.0,45.9,45.5,45.7,9.0,1.5,37.7,40.9,39.1,11.7,2.6,68.7,21.6,8.4,0.6,0.7,69.2,24.5,5.7,0.2,0.4,75.6,14.7,4.0,5.7,,12.4,4.1,74.6,1.1,0.6,7.1,0.0,5.3,7.4,78.3,0.0,0.1,33.4,2.5,44.3,53.1,1.8,48.7,47.9,2.4,0.3,0.0,0.7,68.5,0.1,11.8,50.2,38.0,65.6,34.4,54.9,0.7,44.5,63.5,31.1,9.9,13.3,9.3,3.5,1.6,29.4
120.0,MATAM,RANEROU,VELINGARA,26508,26290,52798,32460,31770,64230,1.198506111,1.208444275,18.6,16.4,13.3,9.7,8.7,5.6,5.1,4.2,3.1,2.5,3.3,2.1,2.4,1.4,1.7,0.7,0.9,0.2,0.0,2.7,2.7,4.6,6.3,8.8,7.9,9.9,5.7,51.3,82.2,17.8,56.8,24.4,4.3,2.9,0.2,8.9,0.7,1.5,0.9,6.3,5.7,84.9,0.9,1.4,50.8,36.3,9.2,3.6,0.0,45.9,45.5,45.7,9.0,1.5,37.7,40.9,39.1,11.7,2.6,68.7,21.6,8.4,0.6,0.7,69.2,24.5,5.7,0.2,0.4,75.6,14.7,4.0,5.7,,12.4,4.1,74.6,1.1,0.6,7.1,0.0,5.3,7.4,78.3,0.0,0.1,33.4,2.5,44.3,53.1,1.8,48.7,47.9,2.4,0.3,0.0,0.7,68.5,0.1,11.8,50.2,38.0,65.6,34.4,54.9,0.7,44.5,63.5,31.1,9.9,13.3,9.3,3.5,1.6,29.4
121.0,MATAM,KANEL,ORKADIERE,95049,102341,197390,116388,123673,240061,1.301149933,1.20844041,18.6,16.4,13.3,9.7,8.7,5.6,5.1,4.2,3.1,2.5,3.3,2.1,2.4,1.4,1.7,0.7,0.9,0.2,0.0,2.7,2.7,4.6,6.3,8.8,7.9,9.9,5.7,51.3,82.2,17.8,56.8,24.4,4.3,2.9,0.2,8.9,0.7,1.5,0.9,6.3,5.7,84.9,0.9,1.4,50.8,36.3,9.2,3.6,0.0,45.9,45.5,45.7,9.0,1.5,37.7,40.9,39.1,11.7,2.6,68.7,21.6,8.4,0.6,0.7,69.2,24.5,5.7,0.2,0.4,75.6,14.7,4.0,5.7,,12.4,4.1,74.6,1.1,0.6,7.1,0.0,5.3,7.4,78.3,0.0,0.1,33.4,2.5,44.3,53.1,1.8,48.7,47.9,2.4,0.3,0.0,0.7,68.5,0.1,11.8,50.2,38.0,65.6,34.4,54.9,0.7,44.5,63.5,31.1,9.9,13.3,9.3,3.5,1.6,29.4
122.0,MATAM,KANEL,OURO SIDY,95049,102341,197390,116388,123673,240061,1.301149933,1.20844041,18.6,16.4,13.3,9.7,8.7,5.6,5.1,4.2,3.1,2.5,3.3,2.1,2.4,1.4,1.7,0.7,0.9,0.2,0.0,2.7,2.7,4.6,6.3,8.8,7.9,9.9,5.7,51.3,82.2,17.8,56.8,24.4,4.3,2.9,0.2,8.9,0.7,1.5,0.9,6.3,5.7,84.9,0.9,1.4,50.8,36.3,9.2,3.6,0.0,45.9,45.5,45.7,9.0,1.5,37.7,40.9,39.1,11.7,2.6,68.7,21.6,8.4,0.6,0.7,69.2,24.5,5.7,0.2,0.4,75.6,14.7,4.0,5.7,,12.4,4.1,74.6,1.1,0.6,7.1,0.0,5.3,7.4,78.3,0.0,0.1,33.4,2.5,44.3,53.1,1.8,48.7,47.9,2.4,0.3,0.0,0.7,68.5,0.1,11.8,50.2,38.0,65.6,34.4,54.9,0.7,44.5,63.5,31.1,9.9,13.3,9.3,3.5,1.6,29.4
